scenario,output,t,endpoint,metric.mean,metric.sd,metric.type,id,metric.size
scn2,drug_c,120.0,drug_c,0.2706406325764379,0.054471322041739725,mean_sd,m018,1024
scn3,drug_c,120.0,drug_c,0.81192328195257,0.16341375564129865,mean_sd,m027,1024
scn4,drug_c,120.0,drug_c,2.706421899378152,0.5447029381458076,mean_sd,m036,1024
scn2,pd_output_1,120.0,pd_output_1,10.97488252842177,0.899111266154821,mean_sd,m054,1024
scn3,pd_output_1,120.0,pd_output_1,13.519382172765285,1.0217092183960297,mean_sd,m063,1024
scn4,pd_output_1,120.0,pd_output_1,14.683426174514643,1.0952217489934881,mean_sd,m072,1024
